diffNuisances run on fitDiagnosticsTest.root, at 2021-12-13 08:36:43.973077 with the following options ... {'absolute_values': False, 'show_all_parameters': True, 'format': 'text', 'stol2': 0.5, 'pullDef': '', 'vtol': 0.3, 'stol': 0.1, 'plotfile': 'plots.root', 'skipFitB': False, 'sortBy': 'correlation', 'vtol2': 2.0, 'poi': 'r', 'skipFitS': False}

MuTau_stat17_ST_SRB1                             +0.09, 1.01        -0.00, 1.00       -0.01      -0.001
MuTau_stat17_OtherSM_SRB9                        +0.06, 1.01        +0.00, 0.99       -0.01      -0.000
MuTau_stat17_OtherSM_SRB5                        +0.26, 1.01        +0.00, 1.00       -0.01      -0.001
MuTau_stat17_OtherSM_SRB2                        +0.07, 0.98        -0.00, 0.99       -0.01      -0.001
MuTau_stat17_OtherSM_SRB1                        +0.24, 1.00        -0.00, 0.98       -0.01      -0.001
MuTau_stat17_Fake_SRB9                           +0.40, 0.97     * +0.00, 0.99*       -0.01      -0.001
MuTau_stat17_Fake_SRB6                           -0.31, 0.97     * +0.00, 0.98*       +0.01      +0.001
MuTau_stat17_Fake_SRB5                           +0.48, 0.98     * +0.00, 0.99*       -0.01      -0.001
MuTau_stat17_Fake_SRB10                          -0.18, 0.91        -0.00, 0.99       +0.01      +0.000
MuTau_stat17_Fake_SRB1                           +0.31, 0.99     * -0.00, 0.99*       -0.01      -0.001
MuTau_stat16_sig_SRB7                            -0.00, 1.00        -0.00, 0.97       -0.01      -0.001
MuTau_stat16_sig_SRB6                            -0.00, 1.00        +0.00, 0.98       +0.01      +0.001
MuTau_stat16_TT_SRB7                             -0.26, 0.93        -0.00, 0.93       -0.01      -0.001
MuTau_stat16_TT_SRB11                            -0.23, 0.91        +0.00, 0.91       +0.01      +0.001
MuTau_stat16_TT_SRB10                            -0.08, 0.92        +0.00, 0.92       +0.01      +0.001
MuTau_stat16_ST_SRB6                             -0.16, 0.99        +0.00, 1.00       +0.01      +0.000
MuTau_stat16_ST_SRB5                             +0.06, 1.00        -0.00, 1.00       -0.01      -0.001
MuTau_stat16_ST_SRB4                             +0.51, 1.01     * +0.00, 1.00*       -0.01      -0.001
MuTau_stat16_ST_SRB1                             -0.11, 1.00        -0.00, 1.00       +0.01      +0.001
MuTau_stat16_OtherSM_SRB5                        +0.04, 1.00        -0.00, 1.00       -0.01      -0.001
MuTau_stat16_OtherSM_SRB4                        +0.32, 1.02     * +0.00, 1.00*       -0.01      -0.001
MuTau_stat16_OtherSM_SRB3                        +0.03, 1.00        +0.00, 0.99       -0.01      -0.001
MuTau_stat16_OtherSM_SRB1                        -0.20, 0.99        -0.00, 0.99       +0.01      +0.001
MuTau_stat16_Fake_SRB9                           +0.21, 0.97        +0.00, 0.99       -0.01      -0.001
MuTau_stat16_Fake_SRB7                           -0.18, 0.97        -0.00, 0.98       -0.01      -0.001
MuTau_stat16_Fake_SRB6                           -0.46, 0.97     * +0.00, 0.98*       +0.01      +0.001
MuTau_stat16_Fake_SRB5                           +0.55, 0.78     * -0.00, 0.99*       -0.01      -0.001
MuTau_stat16_Fake_SRB4                           +1.10, 1.02     * +0.00, 0.99*       -0.01      -0.001
MuTau_stat16_Fake_SRB3                           +0.14, 0.95        +0.00, 0.98       -0.01      -0.001
MuTau_stat16_Fake_SRB11                          -0.14, 0.97        +0.00, 0.98       +0.01      +0.000
MuTau_stat16_Fake_SRB1                           -0.30, 0.98        -0.00, 0.99       +0.01      +0.001
EleTau_stat18_sig_SRB11                          -0.00, 1.00        -0.00, 0.99       +0.01      +0.000
EleTau_stat18_TT_SRB9                            +0.23, 0.98        -0.00, 0.98       -0.01      -0.001
EleTau_stat18_TT_SRB7                            -0.08, 0.98        +0.00, 0.98       +0.01      +0.001
EleTau_stat18_TT_SRB4                            +0.44, 0.98     * +0.00, 0.99*       -0.01      -0.001
EleTau_stat18_TT_SRB12                           -0.06, 0.98        -0.00, 0.98       +0.01      +0.001
EleTau_stat18_TT_SRB11                           -0.03, 0.98        -0.00, 0.97       +0.01      +0.001
EleTau_stat18_ST_SRB7                            -0.03, 1.00        +0.00, 1.00       +0.01      +0.001
EleTau_stat18_ST_SRB4                            +0.24, 1.00        +0.00, 0.99       -0.01      -0.001
EleTau_stat18_OtherSM_SRB6                       -0.08, 0.99        -0.00, 1.00       +0.01      +0.001
EleTau_stat18_OtherSM_SRB4                       +0.52, 1.01     * +0.00, 0.99*       -0.01      -0.001
EleTau_stat18_Fake_SRB9                          +0.33, 0.97     * -0.00, 0.98*       -0.01      -0.001
EleTau_stat18_Fake_SRB7                          -0.11, 0.96        +0.00, 0.98       +0.01      +0.001
EleTau_stat18_Fake_SRB4                          +0.65, 0.98     * +0.00, 0.99*       -0.01      -0.001
EleTau_stat18_Fake_SRB12                         -0.09, 0.96        -0.00, 0.97       +0.01      +0.001
EleTau_stat18_Fake_SRB11                         -0.03, 0.96        -0.00, 0.98       +0.01      +0.001
EleTau_stat18_Fake_SRB10                         -0.28, 0.89     * +0.00, 0.98*       +0.01      +0.000
EleTau_stat17_sig_SRB7                           -0.00, 1.00        -0.00, 0.99       +0.01      +0.001
EleTau_stat17_sig_SRB6                           -0.00, 1.00        -0.00, 0.99       +0.01      +0.001
EleTau_stat17_sig_SRB2                           -0.00, 1.00        +0.00, 0.96       +0.01      +0.000
EleTau_stat17_sig_SRB10                          -0.00, 1.00        +0.00, 0.90       -0.01      -0.001
EleTau_stat17_sig_SRB1                           -0.00, 1.00        +0.00, 0.98       +0.01      +0.001
EleTau_stat17_TT_SRB2                            +0.00, 0.92        +0.00, 0.93       +0.01      +0.001
EleTau_stat17_TT_SRB12                           -0.13, 0.92        -0.00, 0.91       -0.01      -0.001
EleTau_stat17_TT_SRB11                           -0.19, 0.91        +0.00, 0.91       +0.01      +0.001
EleTau_stat17_TT_SRB10                           +0.21, 0.92        +0.00, 0.95       -0.01      -0.000
EleTau_stat17_ST_SRB8                            -0.01, 1.00        -0.00, 1.00       +0.01      +0.001
EleTau_stat17_ST_SRB7                            -0.09, 0.99        -0.00, 1.00       +0.01      +0.001
EleTau_stat17_ST_SRB5                            +0.05, 1.00        +0.00, 1.00       -0.01      -0.000
EleTau_stat17_ST_SRB2                            +0.00, 1.00        +0.00, 1.00       +0.01      +0.000
EleTau_stat17_OtherSM_SRB8                       -0.03, 0.99        -0.00, 1.00       +0.01      +0.001
EleTau_stat17_OtherSM_SRB7                       -0.07, 0.99        -0.00, 1.00       +0.01      +0.001
EleTau_stat17_OtherSM_SRB4                       +0.46, 1.02     * +0.00, 0.99*       -0.01      -0.001
EleTau_stat17_OtherSM_SRB1                       -0.11, 0.99        +0.00, 0.99       +0.01      +0.001
EleTau_stat17_Fake_SRB6                          -0.27, 0.97        -0.00, 0.98       +0.01      +0.001
EleTau_stat17_Fake_SRB5                          +0.32, 0.91     * +0.00, 0.99*       -0.01      -0.001
EleTau_stat17_Fake_SRB11                         -0.11, 0.97        +0.00, 0.98       +0.01      +0.000
EleTau_stat17_Fake_SRB1                          -0.17, 0.98        +0.00, 0.99       +0.01      +0.001
EleTau_stat16_sig_SRB9                           -0.00, 1.00        -0.00, 0.91       -0.01      -0.001
EleTau_stat16_sig_SRB8                           -0.00, 1.00        +0.00, 0.98       -0.01      -0.001
EleTau_stat16_sig_SRB6                           -0.00, 1.00        +0.00, 0.99       +0.01      +0.001
EleTau_stat16_sig_SRB3                           -0.00, 1.00        +0.00, 0.94       -0.01      -0.001
EleTau_stat16_sig_SRB11                          -0.00, 1.00        -0.00, 0.97       +0.01      +0.000
EleTau_stat16_sig_SRB10                          -0.00, 1.00        +0.00, 0.95       -0.01      -0.001
EleTau_stat16_sig_SRB1                           -0.00, 1.00        -0.00, 0.97       +0.01      +0.001
EleTau_stat16_TT_SRB9                            +0.42, 0.93     * -0.00, 0.95*       -0.01      -0.001
EleTau_stat16_TT_SRB7                            -0.29, 0.93        -0.00, 0.92       -0.01      -0.000
EleTau_stat16_TT_SRB4                            +0.98, 0.93     * +0.00, 0.95*       -0.01      -0.001
EleTau_stat16_TT_SRB3                            +0.16, 0.93        +0.00, 0.94       -0.01      -0.001
EleTau_stat16_TT_SRB11                           -0.07, 0.92        -0.00, 0.92       +0.01      +0.001
EleTau_stat16_TT_SRB10                           +0.15, 0.93        +0.00, 0.94       -0.01      -0.001
EleTau_stat16_TT_SRB1                            -0.19, 0.94        -0.00, 0.94       +0.01      +0.001
EleTau_stat16_ST_SRB6                            -0.15, 0.99        +0.00, 1.00       +0.01      +0.000
EleTau_stat16_ST_SRB5                            +0.21, 1.00        +0.00, 1.00       -0.01      -0.001
EleTau_stat16_OtherSM_SRB5                       +0.09, 1.01        +0.00, 1.00       -0.01      -0.001
EleTau_stat16_Fake_SRB8                          -0.08, 0.94        +0.00, 0.99       -0.01      -0.001
EleTau_stat16_Fake_SRB6                          -0.43, 0.97     * +0.00, 0.98*       +0.01      +0.001
EleTau_stat16_Fake_SRB4                          +0.68, 1.00     * +0.00, 0.99*       -0.01      -0.000
EleTau_stat16_Fake_SRB3                          +0.13, 0.95        +0.00, 0.98       -0.01      -0.001
EleTau_stat16_Fake_SRB2                          +0.22, 0.97        -0.00, 0.99       -0.01      -0.001
EleTau_stat16_Fake_SRB11                         -0.05, 0.96        -0.00, 0.98       +0.01      +0.000
syst2018_extraMt2Unc                             +0.00, 0.63     * -0.00, 0.66*     *+0.00*      +0.000
syst2018_ZpTreweight                             +0.48, 1.00     * -0.00, 1.00*       -0.00      -0.000
syst2017_ZpTreweight                             -0.02, 1.00        -0.00, 1.00       -0.00      -0.000
stat2018_sig_SRB9                                +0.00, 1.00        -0.00, 0.85     *+0.00*      +0.000
stat2018_sig_SRB7                                +0.00, 1.00        -0.00, 0.88     *-0.00*      -0.000
stat2018_sig_SRB14                               +0.00, 1.00        +0.00, 1.00       +0.00      +0.000
stat2018_sig_SRB13                               +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_sig_SRB1                                +0.00, 1.00        +0.00, 0.97       +0.00      +0.000
stat2018_otherSM_SRB9                            +0.06, 1.02        -0.00, 1.00       +0.00      +0.000
stat2018_otherSM_SRB8                            +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_otherSM_SRB7                            +0.27, 1.02        -0.00, 1.00       -0.00      -0.000
stat2018_otherSM_SRB6                            -0.05, 0.97        -0.00, 1.00       +0.00      +0.000
stat2018_otherSM_SRB2                            +0.35, 1.01     * +0.00, 1.00*       -0.00      -0.000
stat2018_otherSM_SRB15                           +0.04, 1.01        -0.00, 0.99       +0.00      +0.000
stat2018_otherSM_SRB14                           -0.01, 1.00        -0.00, 1.00       +0.00      +0.000
stat2018_otherSM_SRB13                           -0.02, 1.00        +0.00, 1.00       +0.00      +0.000
stat2018_otherSM_SRB12                           -0.07, 0.99        -0.00, 1.00       +0.00      +0.000
stat2018_otherSM_SRB11                           -0.13, 0.96        +0.00, 1.00       -0.00      -0.000
stat2018_otherSM_SRB10                           -0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_otherSM_SRB1                            -0.24, 0.98        -0.00, 1.00       +0.00      +0.000
stat2018_fake_SRB9                               +0.72, 1.16     * -0.00, 0.97*       +0.00      +0.000
stat2018_fake_SRB7                               +0.70, 0.94     * -0.00, 0.90*     *-0.00*      -0.000
stat2018_fake_SRB15                              +0.00, 1.32     * +0.00, 1.00*       -0.00      -0.000
stat2018_fake_SRB14                              +0.00, 0.65     * +0.00, 1.00*       -0.00      -0.000
stat2018_TT_SRB9                                 +0.14, 1.01        -0.00, 1.00       +0.00      +0.000
stat2018_TT_SRB8                                 +0.02, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB7                                 +0.14, 1.00        -0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB6                                 -0.03, 0.99        -0.00, 1.00       +0.00      +0.000
stat2018_TT_SRB5                                 +0.01, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB15                                +0.02, 1.01        -0.00, 1.00       +0.00      +0.000
stat2018_TT_SRB14                                +0.00, 0.91        +0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB13                                -0.10, 0.98        +0.00, 1.00       +0.00      +0.000
stat2018_TT_SRB12                                -0.10, 0.99        -0.00, 1.00       +0.00      +0.000
stat2018_TT_SRB11                                -0.07, 0.99        +0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB10                                -0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2018_TT_SRB1                                 -0.14, 0.99        -0.00, 1.00       +0.00      +0.000
stat2018_DY_SRB9                                 +0.29, 5.74     ! +0.00, 1.00!       -0.00      -0.000
stat2018_DY_SRB8                                 +0.00, 1.15     * +0.00, 1.00*       +0.00      +0.000
stat2018_DY_SRB7                                 +0.71, 0.95     * -0.00, 1.00*       -0.00      -0.000
stat2018_DY_SRB6                                 -0.03, 0.99        -0.00, 1.00       +0.00      +0.000
stat2018_DY_SRB15                                +0.35, 0.46     ! +0.00, 1.00!       -0.00      -0.000
stat2018_DY_SRB14                                +0.00, 0.31     ! +0.00, 1.00!       +0.00      +0.000
stat2018_DY_SRB11                                -0.13, 0.96        +0.00, 1.00       -0.00      -0.000
stat2018_DY_SRB10                                +0.00, 0.95        +0.00, 1.00       +0.00      +0.000
stat2018_DY_SRB1                                 -0.48, 0.92     * +0.00, 0.98*       +0.00      +0.000
stat2017_sig_SRB15                               +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2017_sig_SRB13                               +0.00, 1.00        +0.00, 1.00       +0.00      +0.000
stat2017_sig_SRB1                                +0.00, 1.00        -0.00, 0.97       -0.00      -0.000
stat2017_otherSM_SRB9                            +0.09, 1.02        -0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB8                            +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB7                            +0.09, 1.00        +0.00, 1.00       +0.00      +0.000
stat2017_otherSM_SRB6                            -0.06, 0.99        -0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB5                            +0.08, 1.03        -0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB4                            +0.17, 1.02        -0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB3                            +0.02, 1.00        +0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB2                            +0.27, 1.01        +0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB15                           -0.01, 1.00        +0.00, 1.00       +0.00      +0.000
stat2017_otherSM_SRB14                           -0.00, 1.00        -0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB13                           -0.03, 0.99        +0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB12                           -0.09, 0.99        +0.00, 1.00       -0.00      -0.000
stat2017_otherSM_SRB11                           -0.02, 0.99        +0.00, 1.00       +0.00      +0.000
stat2017_otherSM_SRB1                            -0.17, 0.98        -0.00, 1.00       -0.00      -0.000
stat2017_fake_SRB13                              -0.49, 0.68     * +0.00, 0.79*     *-0.00*      -0.000
stat2017_fake_SRB1                               -0.66, 0.83     * -0.00, 0.81*     *-0.00*      -0.000
stat2017_TT_SRB7                                 +0.23, 0.98        +0.00, 0.98       +0.00      +0.000
stat2017_TT_SRB13                                -0.02, 0.99        +0.00, 0.99       -0.00      -0.000
stat2017_TT_SRB10                                +0.06, 1.02        -0.00, 1.00       +0.00      +0.000
stat2017_TT_SRB1                                 -0.23, 0.98        -0.00, 0.99       -0.00      -0.000
stat2017_DY_SRB9                                 +2.92, 1.56     ! +0.00, 1.00!       +0.00      +0.000
stat2017_DY_SRB8                                 +0.02, 0.95        +0.00, 1.00       -0.00      -0.000
stat2017_DY_SRB7                                 +0.30, 0.99        +0.00, 1.00       +0.00      +0.000
stat2017_DY_SRB6                                 -0.10, 0.97        -0.00, 0.99       -0.00      -0.000
stat2017_DY_SRB5                                 +0.00, 2.16     ! +0.00, 1.00!       -0.00      -0.000
stat2017_DY_SRB4                                 +1.75, 0.85     * -0.00, 1.00*       -0.00      -0.000
stat2017_DY_SRB3                                 +0.13, 0.93        +0.00, 1.00       -0.00      -0.000
stat2017_DY_SRB15                                +0.00, 0.22     ! +0.00, 1.00!       -0.00      -0.000
stat2017_DY_SRB14                                +0.00, 0.89     * +0.00, 1.00*       +0.00      +0.000
stat2017_DY_SRB13                                +0.00, 0.44     ! +0.00, 1.00!       +0.00      +0.000
stat2017_DY_SRB11                                +0.00, 0.79     * +0.00, 1.00*       -0.00      -0.000
stat2017_DY_SRB10                                +0.13, 1.14     * +0.00, 1.00*       -0.00      -0.000
stat2017_DY_SRB1                                 -0.38, 0.93     * -0.00, 0.98*       -0.00      -0.000
stat2016_sig_SRB8                                +0.00, 1.00        +0.00, 0.99       +0.00      +0.000
stat2016_sig_SRB15                               +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2016_sig_SRB14                               +0.00, 1.00        +0.00, 1.00       +0.00      +0.000
stat2016_sig_SRB11                               +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB9                            +0.08, 1.03        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB8                            -0.07, 0.98        +0.00, 1.00       +0.00      +0.000
stat2016_otherSM_SRB7                            +0.10, 1.01        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB6                            -0.07, 0.98        -0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB4                            +0.28, 1.05        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB3                            +0.04, 1.00        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB15                           -0.00, 1.00        -0.00, 1.00       +0.00      +0.000
stat2016_otherSM_SRB14                           -0.09, 0.97        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB13                           -0.02, 0.99        -0.00, 1.00       +0.00      +0.000
stat2016_otherSM_SRB12                           -0.07, 0.97        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB11                           -0.19, 0.93        +0.00, 1.00       +0.00      +0.000
stat2016_otherSM_SRB10                           +0.06, 1.00        +0.00, 1.00       -0.00      -0.000
stat2016_otherSM_SRB1                            -0.17, 0.99        +0.00, 1.00       +0.00      +0.000
stat2016_fake_SRB9                               +0.83, 0.60     * +0.00, 0.97*       -0.00      -0.000
stat2016_fake_SRB15                              +0.00, 0.87     * +0.00, 1.00*       -0.00      -0.000
stat2016_TT_SRB9                                 +0.13, 1.03        +0.00, 0.99       -0.00      -0.000
stat2016_TT_SRB8                                 -0.20, 0.94        +0.00, 0.97       +0.00      +0.000
stat2016_TT_SRB3                                 +0.09, 0.98        +0.00, 0.98       -0.00      -0.000
stat2016_TT_SRB14                                +0.00, 0.85     * +0.00, 1.00*       +0.00      +0.000
stat2016_TT_SRB13                                +0.00, 0.91        +0.00, 1.00       +0.00      +0.000
stat2016_TT_SRB12                                -0.06, 0.98        +0.00, 1.00       -0.00      -0.000
stat2016_TT_SRB11                                -0.18, 0.94        +0.00, 0.97       +0.00      +0.000
stat2016_DY_SRB9                                 +0.00, 2.66     ! +0.00, 1.00!       +0.00      +0.000
stat2016_DY_SRB8                                 +0.00, 0.61     * +0.00, 1.00*       -0.00      -0.000
stat2016_DY_SRB7                                 +0.09, 1.02        +0.00, 1.00       -0.00      -0.000
stat2016_DY_SRB6                                 -0.08, 0.96        -0.00, 1.00       -0.00      -0.000
stat2016_DY_SRB4                                 +0.25, 1.06        +0.00, 1.00       -0.00      -0.000
stat2016_DY_SRB3                                 +0.09, 0.98        +0.00, 0.99       -0.00      -0.000
stat2016_DY_SRB15                                +0.00, 0.72     * +0.00, 1.00*       -0.00      -0.000
stat2016_DY_SRB14                                +0.00, 0.43     ! +0.00, 1.00!       +0.00      +0.000
stat2016_DY_SRB12                                -0.17, 0.95        +0.00, 0.99       -0.00      -0.000
stat2016_DY_SRB11                                +0.00, 0.59     * +0.00, 1.00*       -0.00      -0.000
MuTau_stat18_sig_SRB8                            -0.00, 1.00        +0.00, 0.96       +0.00      +0.000
MuTau_stat18_sig_SRB7                            -0.00, 1.00        +0.00, 0.97       +0.00      +0.000
MuTau_stat18_sig_SRB13                           +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat18_sig_SRB12                           -0.00, 1.00        -0.00, 0.98       -0.00      -0.000
MuTau_stat18_TT_SRB9                             +0.54, 0.98     * -0.00, 0.99*       -0.00      -0.000
MuTau_stat18_TT_SRB8                             -0.09, 0.98        +0.00, 0.98       +0.00      +0.000
MuTau_stat18_TT_SRB7                             -0.10, 0.98        +0.00, 0.98       +0.00      +0.000
MuTau_stat18_TT_SRB13                            -0.11, 0.98        -0.00, 0.99       -0.00      -0.000
MuTau_stat18_TT_SRB12                            +0.02, 0.98        -0.00, 0.98       -0.00      -0.000
MuTau_stat18_TT_SRB1                             -0.13, 0.99        +0.00, 0.99       -0.00      -0.000
MuTau_stat18_ST_SRB9                             +0.22, 1.01        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_ST_SRB8                             -0.03, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat18_ST_SRB7                             -0.03, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat18_ST_SRB3                             -0.05, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_ST_SRB15                            +0.04, 1.01        +0.00, 1.00       -0.00      -0.000
MuTau_stat18_ST_SRB13                            -0.02, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_ST_SRB12                            +0.01, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_ST_SRB11                            +0.02, 1.00        -0.00, 0.99       +0.00      +0.000
MuTau_stat18_ST_SRB1                             -0.06, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat18_OtherSM_SRB9                        +0.18, 1.05        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_OtherSM_SRB8                        -0.06, 0.98        +0.00, 1.00       +0.00      +0.000
MuTau_stat18_OtherSM_SRB7                        -0.03, 1.01        +0.00, 1.00       +0.00      +0.000
MuTau_stat18_OtherSM_SRB15                       +0.01, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat18_OtherSM_SRB13                       -0.17, 0.94        -0.00, 0.99       -0.00      -0.000
MuTau_stat18_OtherSM_SRB12                       +0.01, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_OtherSM_SRB11                       +0.02, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat18_OtherSM_SRB10                       +0.00, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat18_OtherSM_SRB1                        -0.13, 0.99        +0.00, 0.98       +0.00      +0.000
MuTau_stat18_Fake_SRB9                           +0.76, 0.98     * -0.00, 0.99*       -0.00      -0.000
MuTau_stat18_Fake_SRB8                           -0.15, 0.95        +0.00, 0.97       +0.00      +0.000
MuTau_stat18_Fake_SRB7                           -0.15, 0.96        +0.00, 0.98       +0.00      +0.000
MuTau_stat18_Fake_SRB13                          -0.21, 0.95        -0.00, 0.96       -0.00      -0.000
MuTau_stat18_Fake_SRB12                          +0.03, 0.96        -0.00, 0.97       -0.00      -0.000
MuTau_stat17_sig_SRB7                            -0.00, 1.00        +0.00, 0.97       +0.00      +0.000
MuTau_stat17_sig_SRB3                            -0.00, 1.00        +0.00, 0.95       -0.00      -0.000
MuTau_stat17_sig_SRB15                           +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_sig_SRB13                           +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_sig_SRB12                           -0.00, 1.00        -0.00, 0.99       +0.00      +0.000
MuTau_stat17_sig_SRB11                           -0.00, 1.00        -0.00, 0.98       -0.00      -0.000
MuTau_stat17_TT_SRB7                             -0.26, 0.92        +0.00, 0.93       -0.00      -0.000
MuTau_stat17_TT_SRB3                             -0.14, 0.92        +0.00, 0.92       -0.00      -0.000
MuTau_stat17_TT_SRB15                            -0.04, 0.96        -0.00, 0.97       +0.00      +0.000
MuTau_stat17_TT_SRB13                            -0.11, 0.92        +0.00, 0.92       +0.00      +0.000
MuTau_stat17_TT_SRB11                            -0.21, 0.91        -0.00, 0.91       -0.00      -0.000
MuTau_stat17_ST_SRB9                             +0.09, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_ST_SRB8                             +0.01, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat17_ST_SRB7                             -0.03, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_ST_SRB6                             -0.09, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat17_ST_SRB3                             -0.02, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_ST_SRB2                             +0.02, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_ST_SRB15                            -0.01, 0.99        -0.00, 0.99       +0.00      +0.000
MuTau_stat17_ST_SRB13                            -0.02, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat17_ST_SRB12                            -0.03, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_ST_SRB11                            -0.04, 1.00        -0.00, 1.00       -0.00      -0.000
MuTau_stat17_ST_SRB10                            -0.03, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_OtherSM_SRB8                        +0.01, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat17_OtherSM_SRB7                        -0.04, 0.99        +0.00, 1.00       -0.00      -0.000
MuTau_stat17_OtherSM_SRB6                        -0.05, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat17_OtherSM_SRB3                        -0.07, 0.98        +0.00, 0.99       -0.00      -0.000
MuTau_stat17_OtherSM_SRB15                       -0.00, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_OtherSM_SRB14                       +0.00, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_OtherSM_SRB13                       -0.04, 0.98        +0.00, 0.99       +0.00      +0.000
MuTau_stat17_OtherSM_SRB12                       -0.09, 0.98        -0.00, 0.99       +0.00      +0.000
MuTau_stat17_OtherSM_SRB11                       -0.06, 0.98        -0.00, 1.00       -0.00      -0.000
MuTau_stat17_OtherSM_SRB10                       -0.02, 1.00        -0.00, 1.00       +0.00      +0.000
MuTau_stat17_Fake_SRB8                           +0.05, 0.96        +0.00, 0.98       +0.00      +0.000
MuTau_stat17_Fake_SRB7                           -0.16, 0.97        +0.00, 0.98       -0.00      -0.000
MuTau_stat17_Fake_SRB3                           -0.10, 0.96        +0.00, 0.98       -0.00      -0.000
MuTau_stat17_Fake_SRB2                           +0.07, 0.98        -0.00, 0.99       -0.00      -0.000
MuTau_stat17_Fake_SRB15                          -0.04, 0.95        -0.00, 0.97       +0.00      +0.000
MuTau_stat17_Fake_SRB13                          -0.08, 0.95        +0.00, 0.97       +0.00      +0.000
MuTau_stat17_Fake_SRB12                          -0.19, 0.96        -0.00, 0.97       +0.00      +0.000
MuTau_stat17_Fake_SRB11                          -0.13, 0.96        -0.00, 0.98       -0.00      -0.000
MuTau_stat16_sig_SRB8                            -0.00, 1.00        +0.00, 0.96       +0.00      +0.000
MuTau_stat16_sig_SRB2                            -0.00, 1.00        +0.00, 0.96       -0.00      -0.000
MuTau_stat16_sig_SRB15                           +0.00, 1.00        +0.00, 1.00       -0.00      -0.000
MuTau_stat16_sig_SRB14                           +0.00, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat16_sig_SRB13                           +0.00, 1.00        +0.00, 1.00       +0.00      +0.000
MuTau_stat16_sig_SRB12                           -0.00, 1.00        +0.00, 0.98       +0.00      +0.000
MuTau_stat16_sig_SRB11                           -0.00, 1.00        +0.00, 0.99       +0.00      +0.000
MuTau_stat16_sig_SRB10                           -0.00, 1.00        +0.00, 0.99       +0.00      +0.000
